gene	p_ebm	n_pep	abun	l2fc	mg
Prkci	7.717296829412325e-4	4	479.5419394277778	-0.08250963782507229	FALSE
Lonrf2	7.752739151998637e-4	3	196.38341744761112	-0.14789598498407833	FALSE
Gcdh	7.773011798281379e-4	3	431.65719375	-0.07408170462169192	FALSE
Eml4	7.810878986098026e-4	5	678.4585877655555	-0.07483595269883409	FALSE
Hnrnph2	7.893095104457896e-4	5	690.5332896652777	-0.047244172735182104	FALSE
Cct3	7.962300948763945e-4	5	917.4867596661667	0.033079882203738205	FALSE
Psd2	7.965517044589969e-4	4	568.1743810413889	-0.2049327633278874	FALSE
Bicd1	7.976007450572036e-4	4	316.9795433595556	-0.20503712301054097	FALSE
Golga3	8.046615506473206e-4	8	1286.9187712156668	-0.14137625219088465	FALSE
Lzic	8.04853296530673e-4	3	274.1602777116667	-0.2319821358441155	FALSE
Ppfia3	8.057904918990238e-4	9	1794.2546095534444	-0.14077335281710518	FALSE
Nampt	8.18149706305023e-4	6	1318.0652582695	-0.12987256467261812	FALSE
Cptp	8.227374872914858e-4	1	147.33983035844443	-0.3653958075165072	FALSE
Sin3b	8.321113891477271e-4	3	477.2398931384445	-0.15823794919021078	FALSE
Fbxw5	8.374819106021862e-4	5	311.2530505233889	-0.09483877417361103	FALSE
Hnrnpa2b1	8.416562579691762e-4	4	693.118906957	0.05216263311265071	FALSE
Ift52	8.417293221004577e-4	3	584.5030433304445	-0.1289544978368278	FALSE
Pum1	8.588313900899066e-4	6	311.598136029	-0.264153106121903	FALSE
Cog7	8.670077870119993e-4	3	315.31366709677775	-0.21775840046860978	FALSE
Otulin	8.726159196808861e-4	4	380.6646847768333	0.07636646113824744	FALSE
Pcbp2	8.779967777311977e-4	3	700.3883586041667	-0.2584395032362788	FALSE
Mapk8ip3	8.782584285113835e-4	3	200.34624324838887	-0.22376716980156677	FALSE
Manf	9.082148121855534e-4	5	760.4505420822222	-0.1374623851749958	FALSE
Rtl8c	9.107717515869796e-4	1	519.1248222002222	-0.2946721678408787	FALSE
Ncbp2	9.155733846455143e-4	2	88.333499053	-0.2178374411756324	FALSE
Me2	9.155798728360493e-4	4	577.5119986838333	0.04451317047374253	FALSE
Rapgef1	9.206820617012689e-4	10	1156.8663785519443	-0.009735128387892466	FALSE
Ica1l	9.27332979521974e-4	4	430.33656803599996	-0.18736251795157022	FALSE
Nnt	9.300327609584322e-4	6	740.2880653744445	-0.07779226505114209	FALSE
Ndufaf1	9.349054691197869e-4	4	469.6955090535	0.12694971518788412	FALSE
Rap1gap2	9.367491485708142e-4	3	335.67043580327777	-0.1813591098656478	FALSE
Mtpn	9.386756748117497e-4	4	1130.6616002333333	0.02634182677697194	FALSE
Gdap2	9.395028835479237e-4	6	571.4348782811111	-0.05939953845840114	FALSE
Tyw3	9.569150520220575e-4	2	177.83896199072223	-0.18809465418629118	FALSE
Prg4	9.57893979033256e-4	2	129.7641475137222	0.45169726272380695	FALSE
Ndufaf7	9.580508015962483e-4	4	323.27818210255555	-0.10457395380368092	FALSE
Ube2q1	9.588090547128378e-4	4	383.55761246627776	-0.18857143140864402	FALSE
Mrps15	9.612511972917134e-4	5	525.7105089672223	0.15620902108302334	FALSE
Nebl	9.62210392500929e-4	4	1337.0454112410557	-0.14399205050677236	FALSE
Sra1	9.676170191650224e-4	4	461.83371379144444	-0.16941767396518778	FALSE
Pltp	9.707839750199658e-4	5	643.1585782802778	-0.19372306902122757	FALSE
Samd4a	9.730502034739312e-4	4	186.75370933183333	-0.1970694936943913	FALSE
Lrch1	9.742483852057024e-4	5	536.2426549983888	-0.1547002374669123	TRUE
Trim33	9.749894171661621e-4	8	1264.7496460260556	-0.1406417556383682	FALSE
Washc1	9.844759931434985e-4	4	640.5918892757778	-0.24560730920865984	FALSE
Slc4a7	9.883079410909284e-4	5	247.8694764513889	0.18273891840797898	FALSE
Ccdc9	9.892646411551861e-4	3	188.62692303627776	0.21306071971132456	FALSE
Zcchc7	9.893701836531804e-4	1	44.146382479277776	0.1931765741642544	FALSE
Tmed7	0.0010123888805490576	5	707.0048656548333	-0.12501184194010398	FALSE
Etnk1	0.001017456594318363	4	472.12228293066664	-0.22619925919995557	FALSE
Erap1	0.0010197418432860593	4	663.1900440781667	-0.10282666247560479	TRUE
Pde4dip	0.0010256201475560335	2	126.41716019411112	-0.2096085259480231	FALSE
Sqle	0.0010272883912197113	3	162.29728240188888	-0.2471635495273346	FALSE
Fxyd6	0.0010287703179827977	2	394.02557456905555	0.07744612631166006	FALSE
Tardbp	0.001030173698324918	8	1831.5876115427222	-0.17407385033321654	FALSE
Swi5	0.0010303789045710571	3	233.17849451905556	-0.36102841606355796	FALSE
Ruvbl2	0.0010321518452345445	5	553.7509802322778	-0.11249785110056047	FALSE
Nlrp9b	0.0010323379068110708	1	86.79477509155555	0.44686267071039526	FALSE
Samm50	0.001034608679065841	3	1376.5214886537779	0.1434511890140279	FALSE
Med10	0.0010538238285653261	3	298.8666510577778	-0.25670851378724974	FALSE
Sde2	0.0010617149132270906	2	201.4674013332778	-0.08182100503319611	FALSE
Ipo9	0.0010718951970087095	6	403.65667101255553	-0.15682123732045966	FALSE
Brd8	0.001072408713926881	2	166.9681962497222	-0.28929014477532994	FALSE
Tpr	0.0010807912328458316	5	572.3803139045	0.06621375623992914	FALSE
Fbxo30	0.0010826790303371863	2	170.73314244555556	-0.18693920888212323	FALSE
Clip1	0.0010845506474784614	10	1163.9822980711667	-0.11606597510534743	FALSE
Ankrd16	0.0010881337185090667	1	65.77687296677777	-0.2720285508572137	FALSE
Nova2	0.001088947253519094	4	332.0909736268333	-0.22861701291803857	FALSE
Calu	0.0010944634035865038	5	1062.9734563048335	-0.26919969775773855	FALSE
Palm	0.001097018001203875	6	763.0475802587778	-0.268409082823762	FALSE
Anks3	0.0011017501302241868	3	291.69705667672224	-0.1624022770455995	FALSE
Acaca	0.0011021258249972363	5	613.0963570618334	-0.1615805841540262	FALSE
Hspa4	0.0011028975191107503	5	868.1776668003888	-0.13047811248035868	FALSE
Rgs4	0.0011231500072781393	1	102.46087844322223	-0.2922655902090218	FALSE
Mlec	0.0011261054976791183	4	734.3694610823334	-0.15252416403767538	FALSE
Naa16	0.0011301898277083923	3	862.3030458251111	-0.12357046469307739	FALSE
Eif4a1	0.0011344724091063504	4	646.9066767376667	-0.12474910843909834	FALSE
Strap	0.001144091394921845	6	1155.109981983111	-0.12235407727211277	FALSE
Cfap20	0.0011445211004653957	4	688.1711687861666	-0.09746856753657286	FALSE
Rab3il1	0.001149881613702905	3	203.4008196738889	-0.16123177844759587	TRUE
Hnrnpu	0.0011523360277574213	6	1451.1882132063888	-0.11586609110167975	FALSE
Araf	0.0011787595411988623	5	1768.9861765728333	-0.18041884627838956	FALSE
P33monox	0.0011811021488526859	4	502.1157693672222	0.034082132382010015	FALSE
Pym1	0.0011864553187718452	4	507.70218393333334	0.12316344575282474	FALSE
Eif3l	0.0011923168517535105	7	1011.3819636459444	-0.12892126611868304	FALSE
Rbm4	0.0011931282358045281	5	372.19361136033336	0.03456872106094433	FALSE
Usp25	0.001193692940253021	6	462.9679397935	-0.15311123417816963	FALSE
Cdr2l	0.0012002236803566107	4	290.59636352355557	-0.15836020452149993	FALSE
Elavl2	0.001227904371824337	1	75.83216439877778	-0.21419836529171518	FALSE
Rab21	0.0012340292472544636	4	1743.0886666332779	-0.13608012846619968	FALSE
Scyl3	0.0012341186492230594	3	343.5799959782778	-0.24975222130119293	FALSE
Usp22	0.0012363907213073417	4	465.40199839116667	-0.12299166634325925	FALSE
Dzip3	0.001255002698608111	6	259.7037722228333	-0.21206273519739194	FALSE
Ndn	0.001263526659884252	3	411.61383768994443	-0.24000242160436078	FALSE
Washc3	0.001266600695001256	3	312.6090065606111	-0.2997997169364258	FALSE
Tceal5	0.0012747027598512262	4	571.5884759285556	0.19845216087753675	FALSE
Spry4	0.0012806100804459604	1	98.84903188311111	-0.14801729480621104	FALSE
Rpl13	0.0012941448889999749	4	541.3958229464445	-0.11037778306594222	FALSE
Gbp2	0.0012971505106180762	5	816.7113033152223	-0.1692166187684769	FALSE
Camk1	0.0013005369938063542	4	803.6667833395555	-0.1736816630528131	FALSE
Gpd1l	0.0013118172422141507	7	1317.989618857111	-0.12855846985452954	FALSE
Mpp5	0.0013426279839080068	5	486.24925686583333	-0.23103706001520008	FALSE
Ppp1r21	0.0013463888305365543	5	513.9281053415	0.06643618782921694	FALSE
Phpt1	0.0013493973122551551	3	822.5397792447222	-0.06365060949999185	FALSE
Selenoo	0.0013505935956283509	4	338.19997941605556	-0.013324068115616643	FALSE
Cyth4	0.0013548780303099654	3	390.4347374235	-0.13926557768253775	TRUE
Dcun1d5	0.001383494946816788	2	215.8381213458889	-0.20201217895166618	FALSE
Pdcl3	0.0013878211127960536	3	294.30994267038886	-0.1849498057778016	FALSE
Dmxl2	0.0014180493762201633	6	1270.8685006758333	0.04738931234005316	FALSE
Fubp3	0.0014201108610425758	7	1053.515332979111	-0.25203179454734653	FALSE
Mrps10	0.0014206209809952133	3	526.3490958208333	0.09015643904396349	FALSE
Tagln2	0.0014207775208574188	4	591.2486308067778	-0.21999011286814363	FALSE
Cep43	0.0014235849775102948	2	60.01623430561111	-0.31127787182783506	FALSE
Ppp1r8	0.001426323854908984	4	674.5404560021111	-0.07135541724929671	FALSE
Prrt2	0.0014275267144053042	3	561.4090049347222	-0.008605894500682977	FALSE
Kng1	0.0014290387758981483	9	1112.8676921682222	0.2712098675483123	FALSE
Ogdhl	0.0014336721538187086	6	705.2474511542223	0.1390810171006919	FALSE
Snu13	0.001447293792771503	4	702.8792055720555	-0.12957502896571507	FALSE
Sptbn1	0.0014521806586089163	9	1255.2262578250557	0.01359370046649487	FALSE
Med14	0.0014582001836712637	3	295.10188316005554	-0.13528708049060506	FALSE
Habp4	0.001460635977384486	5	1027.8435003306665	-0.17641573789736942	FALSE
Tppp3	0.0014610853621879853	5	1733.4381877878889	0.04206275142002437	FALSE
Tle5	0.0014836007067854512	2	91.89021043194444	-0.29802087458835946	FALSE
Cttn	0.0014884757787497068	3	1479.7902604634999	-0.09151704415816517	FALSE
Tmem126b	0.0014906700235127403	4	359.789860727	-0.1708853199865921	FALSE
Larp4b	0.0014950399177411438	4	290.68836534499997	-0.2522491677331671	FALSE
Clec16a	0.0014968132981610471	5	924.6260650952222	-0.1089424778412714	FALSE
Serpina3m	0.001515425210781993	7	739.5113918637777	0.3880169586023915	FALSE
Khdc4	0.001527868517702615	4	312.93357734511113	-0.20385543260635883	FALSE
Pank2	0.0015285324214035028	8	663.1202038125	-0.10469514421391046	FALSE
Ctsh	0.0015460207374011752	4	708.2799267225	-0.10394175888480156	TRUE
Psmd3	0.0015480532482271925	7	904.0962267578889	-0.08579822165751728	FALSE
Tmed10	0.0015550818927617706	2	100.66565546894444	0.14419615905758473	FALSE
Setdb1	0.0015580297017728053	3	308.7303856018889	-0.19109845630342454	FALSE
Edc3	0.0015636229314717777	7	755.5741536944445	-0.1609629603619767	FALSE
Bri3bp	0.0015657881949544103	2	730.9971356272778	-0.12589253188852592	FALSE
Mt3	0.0015707005458348911	1	1018.9060194809445	-0.1894257982606238	FALSE
Add2	0.0015867428694582358	3	769.0472073742778	-0.07544588604978315	FALSE
Gatm	0.0015876389144924112	7	1230.4077858019443	-0.09067608044918504	FALSE
Mkrn1	0.0016003223657793165	2	282.86158366427776	-0.12178775891702992	FALSE
Cap2	0.0016011905324657587	4	626.1363233733333	0.01161527715969608	FALSE
Ap3s1	0.0016057653711059566	4	414.70115257294447	-0.13818220388652713	FALSE
Tomm70	0.00160867635445172	3	807.8232905714444	-0.026186426426576294	FALSE
Prmt8	0.0016145284928338667	3	805.2720257889443	-0.11371962303237387	FALSE
Igbp1	0.0016179024278365744	3	225.87963510472224	-0.23941926661545124	FALSE
Rtn3	0.001620589141958857	7	999.3824175136667	-0.15808502211050585	FALSE
Pdia3	0.0016289720050762695	4	729.4582692143889	0.03733453211140298	FALSE
Lysmd1	0.001637908516726002	6	477.9167760045	-0.09913805352748058	FALSE
Arl6	0.0016483983804466088	5	542.1861739393333	-0.13086848953548047	FALSE
Myo18a	0.001650276958765652	7	800.8610984408889	0.09548050891389437	FALSE
Setmar	0.0016520352593770184	2	129.07880823716667	-0.20661933012289618	FALSE
Acly	0.0016532281592272896	11	1872.4958670446667	-0.10995507472582212	FALSE
Tex2	0.0016556911464582164	6	895.9669363795	-0.19156331189865136	FALSE
Ppid	0.0016562860711205653	5	944.3598889585	-0.19562320442146094	FALSE
Atxn10	0.0016581974699101053	5	1682.1754208201667	-0.046261913783174624	FALSE
Dip2c	0.001678182874185657	6	660.6754979098889	-0.17092936628979277	FALSE
Prep	0.0016799154010731687	7	1350.3236824155556	-0.11056371624836692	FALSE
Tmem259	0.001708400402813175	2	204.03613591877775	-0.16618772506406448	FALSE
Tmem130	0.0017188668820371884	3	354.1807835492222	-0.19012541344182746	FALSE
Abraxas2	0.0017279330159676713	6	738.7702992238334	-0.08407001008786405	FALSE
Fam169a	0.0017308551769647637	4	576.0172226237222	-0.10164535133176614	FALSE
Faim	0.0017533979614799823	4	656.3585533516111	0.009879108407586039	FALSE
Mvd	0.0017536963509483243	7	1081.5750792337221	-0.1662490570128022	FALSE
Vbp1	0.0017610916499033187	2	234.24812442644443	0.06131548858688009	FALSE
Eps15l1	0.0017640332698253707	8	1655.0864776947224	-0.19675972634216443	FALSE
Atp2b2	0.0017697390151283597	8	2078.8050040663334	-0.0624276906717002	FALSE
Dnajc7	0.0017859331602278177	5	1125.707517899111	-0.15835523367791968	FALSE
Pde2a	0.0017873344576361573	6	1368.1624453302777	-0.10607239057861588	FALSE
RtcA	0.0017924802282441444	4	456.2135293920556	0.0601258562321014	FALSE
Rpl22	0.0018732854260241681	3	733.9264180818334	-0.13844147236954324	FALSE
Lta4h	0.0018825962770079637	4	1432.573423919111	-0.03502133447712067	FALSE
Alb	0.0018891910426908193	6	1222.8668072099445	-0.14687586665343394	FALSE
Prdx1	0.0018894609702818162	3	708.864095401	-0.05126277229485946	FALSE
Telo2	0.0018960549320440785	4	470.16531058600003	-0.1710984246392485	FALSE
Dnpep	0.0019064477538260998	5	1540.9502987689998	-0.0995957465833726	FALSE
Hnrnpc	0.0019170575971565386	4	388.0987079146111	-3.4759702417100705e-5	FALSE
Vps50	0.0019424987647022407	5	662.9387390205555	-0.15661179971714312	FALSE
Umps	0.0019477545330121796	3	610.3686403328334	-0.2130812862642593	FALSE
Mrpl41	0.001954027508764271	4	884.3633561908889	0.1315277287919968	FALSE
Prepl	0.0019555051950220772	6	1209.4588477527222	-0.1839777615029397	FALSE
Safb	0.0019836005850029843	5	650.8368794388333	0.20405303322918142	FALSE
Ahnak	0.0019844519689499883	5	1343.306515207778	-0.19697336398303744	FALSE
Rock2	0.002011227956069399	10	1216.3339378758333	0.004969625005690008	FALSE
Cacybp	0.0020112845840868036	3	546.2833596577777	-0.18300312952511327	FALSE
Mtmr9	0.002024226921959365	5	716.6945808530555	-0.1193209365619953	FALSE
Zfyve16	0.002035144810967714	6	528.3224278218889	-0.15909553359950668	FALSE
Samd14	0.0020433008118151924	4	280.6638168591111	-0.02491563907919097	FALSE
Unc45a	0.002055744085136384	3	730.6434058124445	-0.13625237227653494	FALSE
Mblac1	0.0020628345151297344	5	341.64026924383336	-0.1542549741551051	FALSE
Dr1	0.002072086443347395	4	596.4397472054444	-0.3040879961681934	FALSE
Armh3	0.0020730305031753395	6	571.4502013256666	-0.17312563738914608	FALSE
Ripor2	0.0020759814005794257	4	177.77394146216668	-0.1783831380860105	FALSE
Dop1b	0.0020848220142338203	3	171.4530695446111	-0.16191070339568514	FALSE
Sf3b6	0.0020935308417746735	4	702.2375186545	0.02945756940707836	FALSE
Ide	0.0020956645138686366	6	856.7456396372222	-0.11396542327935975	FALSE
Palmd	0.0021040322926656058	5	415.65762978155556	-0.09628927752772563	FALSE
Vav1	0.002116594907941487	1	140.41662068155554	-0.16595503257955133	TRUE
Cetn2	0.0021269511466177134	3	533.5596034951667	-0.16879536980880502	FALSE
Crip2	0.002138474880815009	3	1102.841904689	-0.10801360689952517	FALSE
Wars1	0.0021412616423655477	6	1540.532115161889	-0.12031282041980085	FALSE
Ndufb5	0.002143567228995337	3	1601.8718357443888	-0.03422620739670152	FALSE
Rpl12	0.002143925490298204	4	1994.3740917461666	-0.10506209835259528	FALSE
Tax1bp1	0.002156096451887949	5	452.54542386494444	-0.1571884973512185	FALSE
Bap1	0.0021613011869748874	1	26.025966121555555	-0.3501004123326514	FALSE
Ulk3	0.0021616605950413653	6	404.1953074876111	-0.17304040828285208	FALSE
Txnip	0.0021791034504067192	1	72.47107348822222	0.23073293409752565	TRUE
Faap100	0.002184237108617812	1	105.866234205	-0.16947760135258813	FALSE
Pfkp	0.002193713197970064	10	1213.2325026160556	-0.1560999167367479	FALSE
Vps53	0.0022050486539806537	5	548.8932764762222	-0.05536664566949107	FALSE
Acbd5	0.0022524654103900756	3	206.1750503953889	-0.16930086269169747	FALSE
Mup11	0.002252656489178522	1	81.479546739	-0.7326550279728001	FALSE
Ocln	0.0022542720207423634	1	182.17434523055556	0.28593889873882733	FALSE
Cirbp	0.002276261966064646	4	589.4831548480555	0.08409206624820895	FALSE
Commd1	0.002276592624332017	3	172.2153863173889	-0.18160768893834983	FALSE
Ric8a	0.0022819494095002463	6	967.5139674030556	-0.13978130060606547	FALSE
Ada	0.002282045687048531	3	295.4386245866111	0.1709384388674029	FALSE
Orm2	0.002283048835785014	3	155.740741263	1.1605794667866496	FALSE
Mtif3	0.0022850664794390038	4	506.95794338272225	-0.052646969648099604	FALSE
Pcdh8	0.00228655935065535	4	371.4467799161111	-0.1400986347790813	FALSE
Prkar2a	0.0022869742210546353	7	1957.0565747236112	-0.14073919789044523	FALSE
Ube2d1	0.002305000389102865	2	243.03551764033335	0.013921262690432368	FALSE
Morc3	0.0023054805450645095	3	278.70111590361114	-0.20488322288522007	TRUE
Api5	0.00235016232818013	4	1156.5041779263888	-0.025005184528395587	FALSE
Rps3	0.0023555664178864844	4	748.6878782562222	-0.17788492099874464	FALSE
Pitpna	0.0023633586176573917	5	1391.6262781290557	-0.1295784154316168	FALSE
Atf7ip	0.0023639305888504187	3	232.12902513472224	-0.17483019034017094	FALSE
Myo3b	0.0023644271496453873	1	97.88278883077777	-0.17724041536407403	FALSE
Prpsap2	0.002373372539525257	4	446.0090000455556	-0.12564385844440426	TRUE
Mrpl35	0.0023914221804976657	3	231.35768690838887	0.1548072977582077	FALSE
Atcay	0.0023948968851352573	5	896.1985129674445	-0.1454049142631771	FALSE
Kazn	0.0024046916747790486	4	343.0014214221667	-0.1480039378610734	FALSE
Cnnm3	0.002405063527882535	5	421.08630496788885	-0.10090598468444525	FALSE
Pak1	0.0024111217526618382	3	628.9835249392222	-0.29254904578010676	FALSE
Rgl2	0.002411780880925896	2	96.34490962977779	-0.19397587923102294	FALSE
Rps28	0.0024187977228415447	3	236.79538217677776	-0.18384532755040886	FALSE
Cnot10	0.0024202177300163877	5	450.0658841556667	-0.13687476318208022	FALSE
Rab7a	0.002421511300571745	5	850.0177823843334	-0.09042420215069641	FALSE
Sdsl	0.0024311772737713516	4	457.74000417294445	-0.14570008111125798	FALSE
Txndc9	0.0024663046829233697	4	741.9205167665	-7.949666410048701e-4	FALSE
Clasp2	0.0024997107152561295	11	1051.8741551492221	-0.1418249597287326	FALSE
Ndufs4	0.002505844848648314	4	510.08100579200004	0.05790893836405232	FALSE
Nhlrc2	0.0025089810696978724	5	492.3404089215	-0.13457243451713913	FALSE
Dnaaf5	0.002516060693073519	1	63.27671644255555	-0.2732764809106519	FALSE
Rpl11	0.0025339767068271674	3	537.5539985856667	-0.13558582870257901	FALSE
Ywhae	0.002546788609852459	7	2688.7011624821666	-0.11999470259317	FALSE
Rabgef1	0.0025653329878164858	2	344.8907336075556	-0.18650874691897756	FALSE
Pa2g4	0.002570661663954874	5	1072.7311196638889	-0.12204983088069159	FALSE
Grk2	0.002571840336669236	9	1446.3095810173334	-0.12304978856542212	FALSE
Slc2a13	0.002576356869964971	5	727.743633647	0.11003122786247374	FALSE
Myo5b	0.0025774991980199473	3	121.5658568195	-0.11496708339132022	FALSE
Inppl1	0.0025904440652560067	3	480.45685499683333	-0.19819207114790677	FALSE
Rdh10	0.0025946175788893176	2	102.50719687416667	0.15770828388594563	FALSE
Dhx32	0.0025954456262129734	4	425.91275196861113	-0.19229176865130113	FALSE
Ube2h	0.0025955578102263913	4	450.78135047644446	-0.24275133904088417	FALSE
Pmvk	0.002608129255756012	5	239.0268012488889	-0.18524740291002953	FALSE
Cnpy2	0.002613481383621937	5	879.612223114	-0.20444791207400526	FALSE
Arrb2	0.0026527517345109816	4	1571.6520470257224	0.015598775285737151	TRUE
Vat1l	0.0026650854585286046	4	1855.5028447700001	-0.0958843534238314	FALSE
Lrp11	0.002689268280024507	2	52.540951215944446	-0.04893550722252085	FALSE
Faf1	0.0026961939946950433	4	1104.0494889088889	-0.13713948028534198	FALSE
Washc5	0.002703259720983279	2	270.3289205247778	-0.20662349415474188	FALSE
Cog2	0.0027152254972364737	3	207.86777442116667	-0.21835739721473832	FALSE
Slc4a10	0.0027169720312579626	4	1204.3253290337223	0.19941590977536924	FALSE
Meis2	0.0027335924403489903	3	771.2806079675	-0.36637887611652137	FALSE
Ephx1	0.002741652930867481	4	815.9344353075555	0.0775166428381664	FALSE
Hs6st2	0.0027461807719612193	2	233.18925820666666	-0.11899318001232873	FALSE
Qrich1	0.002748976582985923	3	521.7061224453889	-0.20533932740409674	FALSE
Tacr1	0.0027750895986186153	1	91.9784260968889	-0.21382632570780535	FALSE
Fgd2	0.002822060870182249	3	409.3673408728333	-0.16030786143973197	TRUE
Scp2	0.0028294698636048233	4	405.8872968358889	-0.1423309409058405	FALSE
Itgb1	0.0028542398083724833	5	919.3664265823334	-0.056321579081848275	FALSE
Usp47	0.002880913545608654	5	888.4003925408333	-0.11380109411973326	FALSE
Usp19	0.0028829723770114803	6	821.5983712595556	-0.0573699168457705	FALSE
Chordc1	0.0028836114771230255	4	347.25339230494444	-0.09281726519408001	FALSE
Ezr	0.0028991753703892704	5	656.9216675153333	-0.056185901905732805	FALSE
Cstf2t	0.0029042216258992858	6	475.63465701166666	-0.23420922252571907	FALSE
